,pag_pt,pag_en,type_pt,type_en,equipment_pt,equipment_en,problem_pt,problem_en,cause_pt,cause_en,action_pt,action_en, _pt, _en
397,106,106,Elétrica,Electrical,Motor elétrico,Electric motors,Motor demorando muito para acelerar,Motor taking too long to accelerate,Rotor com gaiola de esquilo defeituoso,Defective squirrel-cage rotor,Substitua por um novo rotor,Replace with a new rotor, , 
398,107,107,Elétrica,Electrical,Motor elétrico,Electric motors,Motor demorando muito para acelerar (continuação),Motor taking too long to accelerate (continued),Tensão aplicada muito baixa,Applied voltage too low,Solicite à companhia de energia que aumente a alimentação elétrica,Have the power company increase the power tap, , 
399,107,107,Elétrica,Electrical,Motor elétrico,Electric motors,Rotação incorreta,Wrong rotation,Sequência incorreta de fases,Wrong sequence of phases,Inverta as conexões no motor ou no quadro de comando,Reverse connections at motor or switchboard, , 
400,107,107,Elétrica,Electrical,Motor elétrico,Electric motors,Motor superaquecendo sob carga,Motor overheating while running under load,Sobrecarga,Overload,Reduza a carga,Reduce the load, , 
401,107,107,Elétrica,Electrical,Motor elétrico,Electric motors,Motor superaquecendo sob carga,Motor overheating while running under load,"Ventiladores ou protetores de ar inadequados que podem estar obstruídos com sujeira, impedindo a ventilação adequada do motor","Wrong blowers or air shields that may be clogged with dirt, preventing the proper ventilation of the motor","Limpe o ventilador ou protetor de ar; Observação: um fluxo contínuo de ar saindo do motor indica uma boa ventilação; Se isso não ocorrer após a limpeza, consulte o fabricante para obter orientações; Caso o ventilador ou protetor de ar incorreto esteja sendo usado, o fabricante poderá recomendar uma alteração de projeto","Clean the blower or air shield; Note: a continuous stream of air leaving the motor indicates good ventilation; If this does not happen after cleaning, check with the manufacturer for advice; If the wrong blower or air shield is being used, the manufacturer may have to recommend a design change", , 
402,107,107,Elétrica,Electrical,Motor elétrico,Electric motors,Motor superaquecendo sob carga,Motor overheating while running under load,Uma fase do motor aberta,One phase of motor open,Verifique se todas as conexões estão bem conectadas,Ensure that all of the leads are well connected, , 
403,108,108,Elétrica,Electrical,Motor elétrico,Electric motors,Motor superaquecendo sob carga (continuação),Motor overheating while running under load (continued),Bobina aterrada,Grounded coil,Localize a falha e faça o reparo,Locate the fault and repair, , 
404,108,108,Elétrica,Electrical,Motor elétrico,Electric motors,Motor superaquecendo sob carga (continuação),Motor overheating while running under load (continued),Tensão desbalanceada nos terminais,Unbalanced terminal voltage,"Verifique os cabos, conexões e transformadores com defeito; Faça os reparos ou substituições necessárias","Check for faulty leads, connections, and transformers; And repair or replace as necessary", , 
405,108,108,Elétrica,Electrical,Motor elétrico,Electric motors,Motor superaquecendo sob carga (continuação),Motor overheating while running under load (continued),Bobina do estator em curto-circuito,Shorted stator coil,"Repare e, em seguida, verifique a leitura do wattímetro","Repair, and then check the wattmeter reading", , 
406,108,108,Elétrica,Electrical,Motor elétrico,Electric motors,Motor superaquecendo sob carga (continuação),Motor overheating while running under load (continued),Alta resistência,High resistance,Solicite a um eletricista que verifique a conexão com defeito e corrija o problema,Have an electrician look for a faulty connection and correct the problem, , 
407,108,108,Elétrica,Electrical,Motor elétrico,Electric motors,Motor superaquecendo sob carga (continuação),Motor overheating while running under load (continued),Tensão alta,High voltage,Solicite a um eletricista que verifique os terminais do motor usando um voltímetro; Faça ajustes para diminuir a tensão,"Have an electrician check the terminals of the motor, using a voltmeter; Make adjustments to lower the voltage", , 
408,109,109,Elétrica,Electrical,Motor elétrico,Electric motors,Motor superaquecendo sob carga (continuação),Motor overheating while running under load (continued),Tensão baixa,Low voltage,Solicite a um eletricista que verifique os terminais do motor usando um voltímetro; Faça ajustes para aumentar a tensão,"Have an electrician check the terminals of the motor, using a voltmeter; Make adjustments to raise the voltage", , 
409,109,109,Elétrica,Electrical,Motor elétrico,Electric motors,Motor superaquecendo sob carga (continuação),Motor overheating while running under load (continued),Rotor raspando contra o alojamento do estator,Rotor rubbing against the stator bore,"Verifique o processo de usinagem; Se o contato for causado por práticas inadequadas de usinagem, substitua os rolamentos","Check the machining; If the rubbing is due to bad machining practices, replace the bearings", , 
410,110,110,Elétrica,Electrical,Motor elétrico,Electric motors,Motor vibra após as correções terem sido feitas,Motor vibrates after corrections have been made,Motor desalinhado,Motor misaligned,Realinhe o motor,Realign the motor, , 
411,110,110,Elétrica,Electrical,Motor elétrico,Electric motors,Motor vibra após as correções terem sido feitas,Motor vibrates after corrections have been made,Fundações fracas,Weak foundations,Reforce a base,Strengthen the base, , 
412,110,110,Elétrica,Electrical,Motor elétrico,Electric motors,Motor vibra após as correções terem sido feitas,Motor vibrates after corrections have been made,Acoplamento desbalanceado,Coupling out of balance,Faça o balanceamento dinâmico do acoplamento,Dynamically balance the coupling, , 
413,110,110,Elétrica,Electrical,Motor elétrico,Electric motors,Motor vibra após as correções terem sido feitas,Motor vibrates after corrections have been made,Equipamento acionado desbalanceado,Driven equipment out of balance,Faça o balanceamento dinâmico do equipamento acionado,Dynamically balance the driven equipment, , 
414,110,110,Elétrica,Electrical,Motor elétrico,Electric motors,Motor vibra após as correções terem sido feitas,Motor vibrates after corrections have been made,Rolamentos desalinhados,Bearings not in line,Alinhe corretamente os rolamentos,Line up the bearings properly, , 
415,110,110,Elétrica,Electrical,Motor elétrico,Electric motors,Motor vibra após as correções terem sido feitas,Motor vibrates after corrections have been made,Rolamento de esferas defeituoso,Defective ball bearing,Substitua o rolamento,Replace the bearing, , 
416,111,111,Elétrica,Electrical,Motor elétrico,Electric motors,Motor vibra após as correções terem sido feitas,Motor vibrates after corrections have been made,Pesos de balanceamento deslocados,Balancing weights shifted,Faça o rebalanceamento dinâmico do rotor,Dynamically rebalance the rotor, , 
417,111,111,Elétrica,Electrical,Motor elétrico,Electric motors,Motor vibra após as correções terem sido feitas,Motor vibrates after corrections have been made,Bobinas do rotor substituídas,Wound rotor coils replaced,Faça o rebalanceamento dinâmico do rotor,Dynamically rebalance the rotor, , 
418,111,111,Elétrica,Electrical,Motor elétrico,Electric motors,Motor vibra após as correções terem sido feitas,Motor vibrates after corrections have been made,Motor trifásico funcionando em monofásico,Poly-phase motor running single-phase,Verifique se há circuito aberto,Check for an open circuit, , 
419,111,111,Elétrica,Electrical,Motor elétrico,Electric motors,Motor vibra após as correções terem sido feitas,Motor vibrates after corrections have been made,Folga excessiva na extremidade,Excessive end play,Ajuste o rolamento ou adicione uma arruela,"Adjust the bearing, or add a washer", , 
420,112,112,Elétrica,Electrical,Motor elétrico,Electric motors,Corrente desbalanceada na linha em motores trifásicos durante a operação normal,Unbalanced line current on poly-phase motors during normal operation,Diferença nas tensões terminais,Unequal terminal volts,Solicite a um eletricista que verifique os cabos e conexões e faça os ajustes necessários,Have an electrician check the leads and connections and adjust as necessary, , 
421,112,112,Elétrica,Electrical,Motor elétrico,Electric motors,Corrente desbalanceada na linha em motores trifásicos durante a operação normal,Unbalanced line current on poly-phase motors during normal operation,Operação em monofásico,Single-phase operation,Solicite a um eletricista que verifique os contatos abertos,Have an electrician check for open contacts, , 
422,112,112,Elétrica,Electrical,Motor elétrico,Electric motors,Corrente desbalanceada na linha em motores trifásicos durante a operação normal,Unbalanced line current on poly-phase motors during normal operation,Contatos ruins no controle da resistência do rotor de controle,Poor rotor contacts in control wound rotor resistance,Solicite a um eletricista que verifique os dispositivos de controle; Corrija os contatos,Have an electrician check the control devices; Correct the contacts, , 
423,112,112,Elétrica,Electrical,Motor elétrico,Electric motors,Corrente desbalanceada na linha em motores trifásicos durante a operação normal,Unbalanced line current on poly-phase motors during normal operation,Escovas fora da posição correta no rotor de controle,Brushes not in the proper position on the wound rotor,Verifique se as escovas estão corretamente posicionadas e se os shunts estão em boas condições,Ensure that the brushes are properly seated and the shunts are in good condition, , 
424,112,112,Elétrica,Electrical,Motor elétrico,Electric motors,Ruído de raspagem,Scraping noise,Ventilador batendo no isolamento,Fan striking the insulation,Remova a obstrução do ventilador,Clear the fan, , 
425,112,112,Elétrica,Electrical,Motor elétrico,Electric motors,Ruído de raspagem,Scraping noise,Ventilador roçando contra o protetor de ar,Fan rubbing against air shield,Remova a interferência,Remove the interference, , 
426,112,112,Elétrica,Electrical,Motor elétrico,Electric motors,Ruído de raspagem,Scraping noise,Motor solto na base,Motor loose on the bedplate,Aperte os parafusos de fixação,Tighten the hold down bolts, , 
427,112,112,Elétrica,Electrical,Motor elétrico,Electric motors,Operação barulhenta,Noisy operation,Folga de ar não uniforme,Air gap not uniform,Verifique e corrija o ajuste do suporte ou do rolamento,Check and correct the bracket fits or the bearing, , 
428,113,113,Elétrica,Electrical,Motor elétrico,Electric motors,Operação barulhenta (continuação),Noisy operation (continued),Rotor desbalanceado,Rotor unbalanced,Faça o balanceamento dinâmico do rotor,Dynamically balance the rotor, , 
429,113,113,Elétrica,Electrical,Motor elétrico,Electric motors,Rolamentos superaquecendo,Hot bearings,Eixo dobrado ou empenado,Bent or sprung shaft,Endireitar ou substituir o eixo,Straighten or replace the shaft, , 
430,113,113,Elétrica,Electrical,Motor elétrico,Electric motors,Rolamentos superaquecendo,Hot bearings,Tensão excessiva na correia,Excessive belt pull,Reduza a tensão nas correias de transmissão,Decrease the tension on the drive belts, , 
431,113,113,Elétrica,Electrical,Motor elétrico,Electric motors,Rolamentos superaquecendo,Hot bearings,Polia muito distante do rolamento,Pulley too far from bearing,Movimente a polia mais próxima do rolamento,Move the pulley closer to the motor bearing, , 
432,113,113,Elétrica,Electrical,Motor elétrico,Electric motors,Rolamentos superaquecendo,Hot bearings,Diâmetro da polia muito pequeno,Pulley diameter too small,Substitua por polias de maior diâmetro,Replace with larger pulleys, , 
433,113,113,Elétrica,Electrical,Motor elétrico,Electric motors,Rolamentos superaquecendo,Hot bearings,Desalinhamento,Misalignment,Corrija o desalinhamento; Realinhe as unidades,Correct the misalignment; Realign the units, , 
434,113,113,Elétrica,Electrical,Motor elétrico,Electric motors,Mancais de deslizamento superaquecendo,Hot sleeve bearings,Sulcos de óleo no mancal obstruídos por sujeira,Oil grooving in the bearing obstructed by dirt,Remova o suporte ou pedestal com o mancal; Limpe o alojamento do mancal e os sulcos de óleo; Substitua o óleo,Remove bracket or pedestal with bearing; Clean bearing housing and oil grooves; Replace oil, , 
435,113,113,Elétrica,Electrical,Motor elétrico,Electric motors,Mancais de deslizamento superaquecendo,Hot sleeve bearings,Viscosidade do óleo muito alta,Oil viscosity too high,Use um óleo mais leve recomendado,Use recommended lighter oil, , 
436,113,113,Elétrica,Electrical,Motor elétrico,Electric motors,Mancais de deslizamento superaquecendo,Hot sleeve bearings,Viscosidade do óleo muito baixa,Oil viscosity too low,Use um óleo mais pesado recomendado,Use recommended heavier oil, , 
437,114,114,Elétrica,Electrical,Motor elétrico,Electric motors,Mancais de deslizamento superaquecendo (continuação),Hot sleeve bearings (continued),Muito esforço axial,Too much end thrust,Reduza o esforço causado pelo dispositivo acionador; Verifique o centro magnético do motor,Reduce the thrust that is induced by the driver; Check the magnetic center of the motor, , 
438,114,114,Elétrica,Electrical,Motor elétrico,Electric motors,Mancais de deslizamento superaquecendo (continuação),Hot sleeve bearings (continued),Rolamento desgastado,Badly worn bearing,Substitua o rolamento defeituoso,Replace the defective bearing, , 
439,114,114,Elétrica,Electrical,Motor elétrico,Electric motors,Rolamento antifricção superaquecendo,Hot anti-friction bearing,Lubrificante insuficiente,Insufficient lubricant,Mantenha a quantidade correta de lubrificante no rolamento,Maintain correct amount of lubricant in bearing, , 
440,114,114,Elétrica,Electrical,Motor elétrico,Electric motors,Rolamento antifricção superaquecendo,Hot anti-friction bearing,Excesso de lubrificante,Excess lubricant,Reduza a quantidade de lubrificante; Observação: o reservatório não deve estar mais que meio cheio,Reduce the quantity of lubricant; Note: reservoir should not be more than half full, , 
441,114,114,Elétrica,Electrical,Motor elétrico,Electric motors,Rolamento antifricção superaquecendo,Hot anti-friction bearing,Deterioração da graxa ou lubrificante contaminado,Deterioration of the grease or contaminated lubricant,"Remova a graxa antiga, lave o rolamento completamente com querosene e substitua por nova graxa","Remove the old grease, wash the bearing thoroughly with kerosene, and replace with new grease", , 
442,114,114,Elétrica,Electrical,Motor elétrico,Electric motors,Rolamento antifricção superaquecendo,Hot anti-friction bearing,Rolamento sobrecarregado,Overloaded bearing,Verifique o alinhamento e as cargas laterais e axiais,Check the alignment and the side and end thrusts, , 
443,114,114,Elétrica,Electrical,Motor elétrico,Electric motors,Rolamento antifricção superaquecendo,Hot anti-friction bearing,Esfera quebrada ou pistas ásperas,Broken ball or rough races,Limpe bem o alojamento; Substitua o rolamento,Clean housing thoroughly; Replace the bearing, , 
444,115,115,Elétrica,Electrical,Motor elétrico,Electric motors,Sobrecarga no acionador,Overload on the driver,Velocidades superiores ao projeto,Higher than design speeds,Verifique o diâmetro das polias para garantir que estejam dimensionadas corretamente para a unidade; Verifique o motor para a potência e carga corretas; Remova quaisquer obstáculos,Check the diameter of the sheaves to ensure that they are correctly sized for the unit; Check the motor for the correct horsepower and loading; Clear any obstacles, , 
445,116,116,Elétrica,Electrical,Motor elétrico,Electric motors,Sobrecarga no acionador (continuação),Overload on the driver (continued),Lubrificação inadequada,Poor lubrication,Verifique as práticas de lubrificação e corrija conforme necessário,Check lubrication practices; Correct as required, , 
446,116,116,Elétrica,Electrical,Motor elétrico,Electric motors,Sobrecarga no acionador (continuação),Overload on the driver (continued),Densidade de gás muito alta,Density of gas too high,Colete uma amostra de gás e solicite uma análise de engenharia e química para determinar o problema,"Collect a gas sample, and have engineering and chemistry check the gas analysis to determine the problem", , 
447,116,116,Elétrica,Electrical,Motor elétrico,Electric motors,Sobrecarga no acionador (continuação),Overload on the driver (continued),Direção de rotação incorreta,Wrong rotational direction,Verifique se o acionamento por correia não está cruzado; Solicite que os eletricistas verifiquem a rotação do motor,Ensure that the belt drive is not crossed; Have the electricians check the rotation of the motor, , 
448,115,115,Elétrica,Electrical,Motor elétrico,Electric motors,Sobrecarga no acionador (continuação),Overload on the driver (continued),Eixo dobrado,Bent shaft,"Quando o ventilador estiver desligado, verifique se a unidade é girada periodicamente para evitar que o eixo se incline devido ao seu próprio peso","When the fan is off, ensure that the unit is turned off the resting point periodically to prevent the shaft from sagging due to its own weight", , 
449,116,116,Elétrica,Electrical,Motor elétrico,Electric motors,Sobrecarga no acionador (continuação),Overload on the driver (continued),Eixo dobrado,Bent shaft,Verifique se há estresse excessivo nos suportes de rolamento devido a bases ruins e dutos desalinhados,Check for undue stress on the bearing mounts due to bad foundations and misaligned ductwork, , 
450,117,117,Elétrica,Electrical,Motor elétrico,Electric motors,Sobrecarga no acionador (continuação),Overload on the driver (continued),Desalinhamento,Misalignment,"Verifique se as correias estão assentadas em suas respectivas polias e alinhadas para funcionar corretamente nas ranhuras em v; Verifique o alinhamento das paredes laterais das polias com uma régua ou uma corda esticada; Peça aos eletricistas para verificarem a fiação; Verifique a lubrificação excessiva, especialmente em unidades que são lubrificadas com uma bomba de graxa","Ensure that the belts are sitting in their respective sheaves and are aligned to run true in the v-grooves; Check the lineup of sidewalls of the sheaves with a straightedge or a stretched string; Have electricians check wiring; Check for overgreasing, especially on units that are greased by a pump grease gun", , 
451,117,117,Elétrica,Electrical,Motor elétrico,Electric motors,Sobrecarga no acionador (continuação),Overload on the driver (continued),Restrição entre o estator e o entreferro,Stator to air gap restricted,"Verifique o motor que possui apenas um rolamento no pedestal, com a outra extremidade conectada ao acoplamento; Observação: o ventilador pode estar desalinhado, o que afetaria o entreferro entre o rotor e o estator","Check the motor that has only a pedestal bearing with the other end connected to the coupling; Note: the fan could be badly misaligned, which would affect the air gap between rotor and stator", , 
452,118,118,Elétrica,Electrical,Motor elétrico,Electric motors,Sobrecarga no acionador (continuação),Overload on the driver (continued),Barras de rotor quebradas ou rachadas,Broken or cracked rotor bars,Realize uma análise de vibração; Observação: esse problema exigirá um trabalho mais extenso e talvez a necessidade de um novo rotor,Perform a vibration analysis; Note: this problem will require major work and may require a new rotor, , 
453,119,119,Elétrica,Electrical,Motor elétrico,Electric motors,Faíscas ou centelhamento excessivo nas escovas,Excessive sparking or flashing at brushes,Superfície áspera do comutador,Rough commutator surface,Lixar ou tornear,Sand or turn down, , 
454,119,119,Elétrica,Electrical,Motor elétrico,Electric motors,Faíscas ou centelhamento excessivo nas escovas,Excessive sparking or flashing at brushes,Barra baixa no comutador,Low bar on commutator,Retificar ou tornear o restante do comutador,Grind or turn down balance of commutator, , 
455,119,119,Elétrica,Electrical,Motor elétrico,Electric motors,Faíscas ou centelhamento excessivo nas escovas,Excessive sparking or flashing at brushes,Barra alta no comutador,High bar on commutator,"Se extremo, abaixar com um golpe de martelo e apertar o anel de fixação; Retificar corretamente","If extreme, lower with a mallet blow and tighten clamp ring;; Grind true", , 
456,119,119,Elétrica,Electrical,Motor elétrico,Electric motors,Faíscas ou centelhamento excessivo nas escovas,Excessive sparking or flashing at brushes,Mica alta,High mica,Substituir por uma mica mais fina,Undercut, , 
457,119,119,Elétrica,Electrical,Motor elétrico,Electric motors,Faíscas ou centelhamento excessivo nas escovas,Excessive sparking or flashing at brushes,Escovas muito curtas,Brushes too short,Substituir por uma graduação mais dura - se desgastar rapidamente - e não em um comutador áspero,Replace with harder grade — if worn too soon — and not by a rough commutator, , 
458,119,119,Elétrica,Electrical,Motor elétrico,Electric motors,Faíscas ou centelhamento excessivo nas escovas,Excessive sparking or flashing at brushes,Tensão insuficiente nas escovas,Insufficient brush tension,Ajustar,Adjust, , 
459,119,119,Elétrica,Electrical,Motor elétrico,Electric motors,Faíscas ou centelhamento excessivo nas escovas,Excessive sparking or flashing at brushes,Molas das escovas fracas,Weak brush springs,Substituir,Replace, , 
460,119,119,Elétrica,Electrical,Motor elétrico,Electric motors,Faíscas ou centelhamento excessivo nas escovas,Excessive sparking or flashing at brushes,Escovas presas nos suportes,Brushes sticking in holders,Liberar; Limpar as escovas se estiverem esmaltadas,Free them; Clean brushes if glazed, , 
461,120,120,Elétrica,Electrical,Motor elétrico,Electric motors,Faíscas ou centelhamento excessivo nas escovas (continuação),Excessive sparking or flashing at brushes (continued),Sujeira ou óleo no comutador,Dirt or oil on commutator,Limpar bem; Limpar as escovas se estiverem esmaltadas,Wipe clean; Clean brushes if glazed, , 
462,120,120,Elétrica,Electrical,Motor elétrico,Electric motors,Comutador escurecido por faíscas ou centelhamento,Excessive sparking or flashing at brushes. Blackened commutator,Enrolamento do induzido encurtado,Shortened armature winding,Testar para verificar um curto-circuito; Faça isso após remover o contato metálico entre as barras do comutador; Reparar o induzido,Test for a short; Do this after removing metallic contact between commutator bars; Repair armature, , 
463,120,120,Elétrica,Electrical,Motor elétrico,Electric motors,Faíscas intermitentes nas escovas,Intermittent sparking at brushes,Enrolamento do induzido aberto,Open armature winding,Localizar e substituir a bobina defeituosa - ou reparar a junção defeituosa,Locate and replace bad coil — or repair defective joint, , 
464,120,120,Elétrica,Electrical,Motor elétrico,Electric motors,Poeira fina sob o acoplamento com amortecedores ou pinos de borracha,Fine dust under coupling employing rubber buffers or pins,Desalinhamento,Misalignment,Realinhar o conjunto,Realign set, , 
465,120,120,Elétrica,Electrical,Motor elétrico,Electric motors,"Fumaça ou ""whiskers"" de solda saindo do induzido","Smoke, or solder 'whiskers' extending from the armature",Superaquecimento devido a conexões soltas que podem causar problemas futuros,Overheating due to loose soldered connections that might cause future trouble,Verificar se todas as conexões estão firmes; Refazer todas as conexões com solda,Ensure all connections are tight; Resolder all connections, , 
466,121,121,Elétrica,Electrical,Motor elétrico,Electric motors,Motor não liga,Motor will not start,Geralmente um problema de alimentação,Usually a line problem,"Corrigir; Verificar a fonte de alimentação; Não tente fazer o motor girar, pois ele pode queimar",Correct; Check source of power supply; Do not try to make the motor turn as it may burn up, , 
467,121,121,Elétrica,Electrical,Motor elétrico,Electric motors,Motor não liga,Motor will not start,Carga muito pesada,Load too heavy,Reduzir a carga; Substituir o motor por um de capacidade maior,Reduce load; Replace motor with unit of greater capacity, , 
468,121,121,Elétrica,Electrical,Motor elétrico,Electric motors,Som de zumbido excessivo,Excessive humming sound,Entreferro irregular. Medir com calibrador de lâminas,Uneven air gap. Measure with feeler gauge,Substituir os rolamentos - antes que o ruído de raspagem indique que o rotor está roçando no estator,Replace bearings - before scraping noise indicates rotor is rubbing against stator, , 
469,121,121,Elétrica,Electrical,Motor elétrico,Electric motors,Som de zumbido excessivo,Excessive humming sound,Rotor desbalanceado ou eixo dobrado,Unbalanced rotor or bent shaft,"Verificar o equilíbrio do rotor em barras paralelas; Verificar o empenamento do rotor, não excedendo +/- 0,002""",Check balance of rotor on parallel bars; Check rotor tir; Not to exceed +/- 0;002', , 
470,121,121,Elétrica,Electrical,Motor elétrico,Electric motors,Ruído regular de clique,Regular clicking noise,Corpo estranho no entreferro,Foreign matter in the air gap,Remover o rotor e limpar,Remove the rotor and clean, , 
471,121,121,Elétrica,Electrical,Motor elétrico,Electric motors,Batidas rápidas,Rapid knocking,Desalinhamento. Centro magnético fora do local,Misalignment. Magnetic center out of location,Realinhar o conjunto até que as batidas desapareçam; Restabelecer o centro magnético,Realign the set until knocking disappears; Reset the magnetic center, , 
472,122,122,Elétrica,Electrical,Motor elétrico,Electric motors,"""Chatter"" das escovas",Brush 'chatter',Vibração extrema do motor,Extreme motor vibration,Determinar a fonte de vibração por meio de análise e corrigir o problema,Determine source of vibration through analysis and correct problem, , 
473,122,122,Elétrica,Electrical,Motor elétrico,Electric motors,"""Chatter"" das escovas",Brush 'chatter',Fontes de vibração,Vibration sources,Desalinhamento; Desbalanceamento; Eixo dobrado; Ressonância; Vortex de óleo,Misalignment; Unbalance; Bent shaft; Resonance; Oil whirl, , 
474,122,122,Elétrica,Electrical,Motor elétrico,Electric motors,Vibração,Vibration,Desalinhamento,Misalignment,Realinhar o conjunto,Realign set, , 
475,122,122,Elétrica,Electrical,Motor elétrico,Electric motors,Vibração,Vibration,Vibração na máquina acionada. Ligar o motor desconectado para verificação,Vibration in driven machine. Run motor disconnected for check,"Eliminar a fonte na máquina, se possível; Ou considerar a troca para um acionamento por correia flexível","Eliminate source in machine, if possible; Or change to a flexible belt drive may be in order", , 
476,122,122,Elétrica,Electrical,Motor elétrico,Electric motors,Vibração,Vibration,Rotor desbalanceado,Rotor out of balance,Balancear o rotor,Balance the rotor, , 
477,123,123,Elétrica,Electrical,Motor elétrico,Electric motors,Superaquecimento do motor,Motor overheating,Sobrecarga,Overload,Comparar a capacidade indicada na placa de identificação; Verificar se há fricção excessiva; Reduzir a carga; Substituir o motor por um de maior capacidade,Compare nameplate rating; Check for excessive friction; Reduce load; Replace motor with one of a bigger capacity, , 
478,123,123,Elétrica,Electrical,Motor elétrico,Electric motors,Superaquecimento do motor,Motor overheating,Sujeira no motor,Dirt in motor,Garantir fluxo de ar suficiente através do motor; Limpar a sujeira com um solvente adequado,Ensure sufficient airflow across motor; Clean out dirt with a suitable solvent, , 
479,123,123,Elétrica,Electrical,Motor elétrico,Electric motors,Superaquecimento do motor,Motor overheating,Rotor roçando no estator,Rotor rubbing on stator,Substituir os rolamentos,Replace bearings, , 
480,123,123,Elétrica,Electrical,Motor elétrico,Electric motors,Superaquecimento do motor,Motor overheating,Enrolamentos do estator em curto-circuito,Shorted stator windings,Testar com um wattímetro e corrigir,Test with wattmeter and correct, , 
481,123,123,Elétrica,Electrical,Motor elétrico,Electric motors,Superaquecimento do motor,Motor overheating,Aterramento,Ground,Localizar com uma lâmpada de teste ou uma bobina de fuga e reparar,Locate with a test lamp or growler and repair, , 
482,124,124,Elétrica,Electrical,Motor elétrico,Electric motors,Superaquecimento do mancal,Bearing overheating,Desalinhamento,Misalignment,Realinhar o conjunto,Realign set, , 
483,124,124,Elétrica,Electrical,Motor elétrico,Electric motors,Superaquecimento do mancal,Bearing overheating,Tensão excessiva na corrente ou na transmissão por correia,Too much tension in chain or belt drive,Reduzir a tensão utilizando a seguinte fórmula: a deflexão da correia na seção central deve ser de 1/64 polegadas por polegada de distância entre o motor e a unidade acionada; A deflexão da corrente deve ser de 2% da distância entre o motor e a unidade acionada,Reduce tension using the following formula: center span of belt deflection should be 1/64 inch per inch of centerline span between driver and driven units; Chain deflection should be 2% of centerline span, , 
484,124,124,Elétrica,Electrical,Motor elétrico,Electric motors,Superaquecimento do mancal,Bearing overheating,Excesso de esforço axial,Excessive end thrust,Reduzir o esforço gerado pelo motor ou pela máquina; Verificar se o centro magnético do motor está localizado corretamente,Reduce thrust from driver or machine; Ensure motor's magnetic center is correctly located, , 
485,124,124,Elétrica,Electrical,Motor elétrico,Electric motors,Superaquecimento do mancal,Bearing overheating,Excesso de graxa (rolamentos de esferas ou rolos),Too much grease (ball or roller bearings),Regular a quantidade conforme especificado pelo fabricante,Relieve supply to point set by the manufacturer, , 
486,124,124,Elétrica,Electrical,Motor elétrico,Electric motors,Superaquecimento do mancal,Bearing overheating,Anel giratório de óleo preso,Sticking oil slinger ring,"Limpar, reparar ou substituir","Clean, repair, or replace", , 
487,124,124,Elétrica,Electrical,Motor elétrico,Electric motors,Superaquecimento do mancal,Bearing overheating,Lubrificante insuficiente,Insufficient lubricant,Adicionar a quantidade especificada pelo fabricante,Add to point set by the manufacturer, , 
488,125,125,Elétrica,Electrical,Motor elétrico,Electric motors,Comutador aquecendo,Commutator hot,Grau incorreto das escovas,Incorrect grade of brushes,Substituir pelo grau correto,Replace with the proper grade, , 
489,125,125,Elétrica,Electrical,Motor elétrico,Electric motors,Comutador aquecendo,Commutator hot,Pressão excessiva das escovas,Excessive brush pressure,Diminuir a tensão da mola das escovas,Decrease the brush spring tension, , 
490,126,126,Elétrica,Electrical,Contato elétrico,Electrical contacts,Superaquecimento,Overheating,Corrente de carga muito alta,Load current too high,Reduzir a carga; Utilizar um contato maior,Reduce the load; Use a larger contactor, , 
491,126,126,Elétrica,Electrical,Contato elétrico,Electrical contacts,Superaquecimento,Overheating,Conexões frouxas,Loose connections,Limpar quaisquer conexões descoloridas ou sujas e reapertá-las com a torque recomendada,"Clean any discolored or dirty connections, and retighten them to the recommended torque setting", , 
492,126,126,Elétrica,Electrical,Contato elétrico,Electrical contacts,Superaquecimento,Overheating,Sobrecurso e/ou força de contato muito baixos,Overtravel and/or contact force too low,Ajustar o sobrecurso conforme necessário; Substituir os contatos e as molas de contato conforme necessário para corrigir quaisquer defeitos,"Adjust the overtravel as necessary; Replace the contacts, and replace the contact springs as required to correct any defects", , 
493,126,126,Elétrica,Electrical,Contato elétrico,Electrical contacts,Superaquecimento,Overheating,Óxido de cobre ou sujeira acumulados nas superfícies de contato,Copper oxide or foreign matter collected on the contact faces,"Limpar as superfícies de contato usando uma lima fina ou papel de lixa; Observação: ao realizar essa tarefa em um ambiente empoeirado, utilizar uma caixa à prova de poeira","Clean the contact surfaces, using a fine file or sandpaper; /Note/ when performing this task in a dusty environment, use a dust-tight enclosure", , 
494,127,127,Elétrica,Electrical,Contato elétrico,Electrical contacts,Superaquecimento (continuação),Overheating (continued),Carga acima de 8 horas,Load on in excess of 8 hours,Alterar o procedimento operacional e consultar o fabricante para obter contatos mais adequados ao tempo de uso,"Change the operating procedure, and check with the factory for contacts more suitable for the length of use", , 
495,127,127,Elétrica,Electrical,Contato elétrico,Electrical contacts,Superaquecimento (continuação),Overheating (continued),Temperatura ambiente muito alta,Ambient temperature too high,Reduzir a carga; Fornecer melhor ventilação; Reposicionar o motor de partida; Utilizar um contato maior,Reduce the load; Provide better ventilation; Relocate the starter; Use a larger contactor, , 
496,127,127,Elétrica,Electrical,Contato elétrico,Electrical contacts,Superaquecimento (continuação),Overheating (continued),Cabos de linha e/ou carga muito pequenos,Line and/or load cables too small,Substituir por cabos que atendam às recomendações adequadas da norma nec (national electrical code),Replace with line and cables that meet the proper nec standards recommendation, , 
